url,label,source,domain
https://faemaalcala.com,0,tranco,faemaalcala.com
https://supportyourapp.com,0,tranco,supportyourapp.com
https://recover-rycs10012964918531.start.page/,1,phishtank,recover-rycs10012964918531.start.page
https://jewelsda.com,0,tranco,jewelsda.com
https://rcrm-tech.ru,0,tranco,rcrm-tech.ru
https://comune.weebly.com/,1,phishtank,comune.weebly.com
https://mdp-securise.com,1,phishtank,mdp-securise.com
https://aunworks.jp,0,tranco,aunworks.jp
https://sinimega.top,0,tranco,sinimega.top
https://mosfm.com,0,tranco,mosfm.com
https://elmevarzesh.com,0,tranco,elmevarzesh.com
https://campsite.bio/ehejke33,1,phishtank,campsite.bio
https://pub-62e3121f56cf4b309d0d9fdb688471c0.r2.dev/link%20(12).html,1,phishtank,pub-62e3121f56cf4b309d0d9fdb688471c0.r2.dev
https://easybank.at,0,tranco,easybank.at
https://6fdwi.com,0,tranco,6fdwi.com
https://avkconsul.ru,0,tranco,avkconsul.ru
https://docs.google.com/presentation/d/e/2pacx-1vttdew52by8vaa0ilxiljdmbgg284cwy0jgwznah9songxk-6mntsgtujzdzvms_vvqph7u27xazu-k/pub?start=false&loop=false&delayms=3000&slide=id.p,1,phishtank,docs.google.com
https://moin.de,0,tranco,moin.de
https://belitanco.com/news.html?app=sport@mup.cz,1,phishtank,belitanco.com
https://hostify.net.za,0,tranco,hostify.net.za
https://xjsj82jwjsa.com,0,tranco,xjsj82jwjsa.com
https://thaiecom.net,0,tranco,thaiecom.net
https://novacloud.one,0,tranco,novacloud.one
https://ascb.org,0,tranco,ascb.org
https://easy-media.ru,0,tranco,easy-media.ru
https://kituchat.net,0,tranco,kituchat.net
https://us14.campaign-archive.com/?u=b25023595ce07a10d86c4c8dc&id=cd9ff143c6,1,phishtank,us14.campaign-archive.com
https://nuevavida.webcindario.com/,1,phishtank,nuevavida.webcindario.com
https://q-r.to/bfklk3,1,phishtank,q-r.to
https://cashbackxl.nl,0,tranco,cashbackxl.nl
https://mushop.com.au,0,tranco,mushop.com.au
https://betpipo641.com,0,tranco,betpipo641.com
https://gocmydns.com,0,tranco,gocmydns.com
https://yoyolay.net,0,tranco,yoyolay.net
https://docs.google.com/drawings/d/1towrwfamd-i7sye6vz3l56qik5s178hxxzetexgniha/edit,1,phishtank,docs.google.com
https://myndaxioapps.wixstudio.com/en-us,1,phishtank,myndaxioapps.wixstudio.com
https://charcheauloginok.firebaseapp.com/,1,phishtank,charcheauloginok.firebaseapp.com
https://envia.co,0,tranco,envia.co
https://brianakdesigns.com,0,tranco,brianakdesigns.com
https://l.ead.me/bgc4vn,1,phishtank,l.ead.me
https://enaiplombardia.it,0,tranco,enaiplombardia.it
http://194.26.192.19/bin/screenconnect.clientsetup.exe,1,urlhaus,194.26.192.19
https://mn8xt8.webwave.dev/,1,phishtank,mn8xt8.webwave.dev
https://colorplanet.art,0,tranco,colorplanet.art
https://tradeupspy.com,0,tranco,tradeupspy.com
https://9889888.xyz,0,tranco,9889888.xyz
https://q-r.to/bftfto,1,phishtank,q-r.to
http://203.177.251.31:46755/i,1,urlhaus,203.177.251.31:46755
https://galeinvest.pl,0,tranco,galeinvest.pl
https://zhongguowangshi.com,0,tranco,zhongguowangshi.com
https://zen-pictures.net,0,tranco,zen-pictures.net
https://playlouder.com,0,tranco,playlouder.com
https://radiosupel.org/type.php,1,phishtank,radiosupel.org
https://metropcs.net,0,tranco,metropcs.net
https://sirindhorn.net,0,tranco,sirindhorn.net
https://ift.tt,0,tranco,ift.tt
https://kreditbuddha.com,0,tranco,kreditbuddha.com
https://acehosts.co.uk,0,tranco,acehosts.co.uk
https://temperatur.nu,0,tranco,temperatur.nu
https://detailed-balance-368039.framer.app/,1,phishtank,detailed-balance-368039.framer.app
https://laguardajoiers.com,0,tranco,laguardajoiers.com
https://drtechno.rs,0,tranco,drtechno.rs
https://wenajans.com,0,tranco,wenajans.com
https://sahara.com.sa,0,tranco,sahara.com.sa
https://docs.google.com/drawings/d/1b6hpjx4gjol2v-rrt-dk5yjeg3qlogjgsharuzwqars/preview,1,phishtank,docs.google.com
https://caxino.com,0,tranco,caxino.com
https://qrco.de/bgc0e1,1,phishtank,qrco.de
https://columbiasportswear.es,0,tranco,columbiasportswear.es
https://pdbns.ca,0,tranco,pdbns.ca
https://bit.ly/3lrzlcs,1,phishtank,bit.ly
https://drivers24.org,0,tranco,drivers24.org
https://4djowopools.com,0,tranco,4djowopools.com
http://125.46.133.49:44143/bin.sh,1,urlhaus,125.46.133.49:44143
https://vibecode.moe,0,tranco,vibecode.moe
https://foxxlifesciences.in,0,tranco,foxxlifesciences.in
https://otakuroom.net,0,tranco,otakuroom.net
https://hd-world.cc,0,tranco,hd-world.cc
https://docs.google.com/presentation/d/e/2pacx-1vtxam4erzqrb7i-gqmnolqbplhsjzaa-crn7kwyat1jzdbpu9eutaxo1m7qbw2s1kq9f62tlzhcfq3l/pub?start=false&amp;loop=false&amp;delayms=3000,1,phishtank,docs.google.com
https://888starzeg3.com,0,tranco,888starzeg3.com
https://bit.ly/3tkod5i,1,phishtank,bit.ly
https://did.li/ffhmc,1,phishtank,did.li
https://altbierbude.de,0,tranco,altbierbude.de
https://sgtsa.pl,0,tranco,sgtsa.pl
https://artarasaneh.com,0,tranco,artarasaneh.com
https://knowledge-nexus-ai.gitbook.io/knai/,1,phishtank,knowledge-nexus-ai.gitbook.io
https://cris-online.com,0,tranco,cris-online.com
http://221.14.40.83:32801/bin.sh,1,urlhaus,221.14.40.83:32801
https://impeachsaraduterte.com,0,tranco,impeachsaraduterte.com
https://nojtp.cn/,1,phishtank,nojtp.cn
https://jenniferrizzo.com,0,tranco,jenniferrizzo.com
https://conec.com,0,tranco,conec.com
https://animevietsub.love,0,tranco,animevietsub.love
https://spinrise-ch.com,0,tranco,spinrise-ch.com
https://v0-exodus-wallet-app.vercel.app,1,phishtank,v0-exodus-wallet-app.vercel.app
https://itstarsbuilding.com,0,tranco,itstarsbuilding.com
https://estado.sc.gov.br,0,tranco,estado.sc.gov.br
https://pattydoo.de,0,tranco,pattydoo.de
https://ezlinks.com,0,tranco,ezlinks.com
https://haksozhaber.net,0,tranco,haksozhaber.net
https://mississippiregisteredagent.com,0,tranco,mississippiregisteredagent.com
